,date,total_streams,stream_percent_change,total_count,count_percent_change,highest_rank,top_rank_diff
451,2018-03-31,60607,-0.17294768744234856,1,0.0,39.0,7.0
452,2018-04-01,65636,8.297721385318525,1,0.0,35.0,-4.0
453,2018-04-02,78202,19.144981412639407,1,0.0,32.0,-3.0
454,2018-04-03,83787,7.141761080279285,1,0.0,26.0,-6.0
455,2018-04-04,81618,-2.5887070786637545,1,0.0,26.0,0.0
456,2018-04-05,83030,1.7300105368913687,1,0.0,26.0,0.0
457,2018-04-06,97224,17.095025894255087,1,0.0,18.0,-8.0
458,2018-04-07,90986,-6.416111248251466,1,0.0,19.0,1.0
459,2018-04-08,83899,-7.789110412590949,1,0.0,20.0,1.0
460,2018-04-09,94669,12.836863371434703,1,0.0,20.0,0.0
461,2018-04-10,103235,9.04836852612787,1,0.0,19.0,-1.0
462,2018-04-11,100729,-2.4274713033370476,1,0.0,20.0,1.0
463,2018-04-12,102150,1.4107158812258547,1,0.0,19.0,-1.0
464,2018-04-13,98506,-3.5673029858051875,1,0.0,21.0,2.0
465,2018-04-14,93994,-4.580431648833572,1,0.0,22.0,1.0
466,2018-04-15,91019,-3.1650956444028377,1,0.0,19.0,-3.0
467,2018-04-16,100052,9.924301519462976,1,0.0,20.0,1.0
468,2018-04-17,100672,0.6196777675608667,1,0.0,20.0,0.0
469,2018-04-18,98428,-2.229020979020979,1,0.0,20.0,0.0
470,2018-04-19,98027,-0.4074043971227681,1,0.0,21.0,1.0
471,2018-04-20,96578,-1.4781641792567357,1,0.0,22.0,1.0
472,2018-04-21,88096,-8.78253846631738,1,0.0,20.0,-2.0
473,2018-04-22,86117,-2.24641300399564,1,0.0,20.0,0.0
474,2018-04-23,97742,13.499076837325962,1,0.0,21.0,1.0
475,2018-04-24,98502,0.7775572425364752,1,0.0,18.0,-3.0
476,2018-04-25,97471,-1.0466792552435433,1,0.0,19.0,1.0
477,2018-04-26,95152,-2.379169188784358,1,0.0,21.0,2.0
478,2018-04-27,87387,-8.16062720699512,1,0.0,21.0,0.0
479,2018-04-28,82991,-5.030496526943362,1,0.0,21.0,0.0
480,2018-04-29,79584,-4.105264426263089,1,0.0,20.0,-1.0
481,2018-04-30,83857,5.369169682348218,1,0.0,26.0,6.0
482,2018-05-01,79394,-5.322155574370657,1,0.0,28.0,2.0
483,2018-05-02,86954,9.522130135778518,1,0.0,28.0,0.0
484,2018-05-03,86719,-0.2702578374772835,1,0.0,27.0,-1.0
485,2018-05-04,82675,-4.663337907494325,1,0.0,27.0,0.0
486,2018-05-05,75721,-8.411248866041731,1,0.0,27.0,0.0
487,2018-05-06,75702,-0.025092114472868854,1,0.0,28.0,1.0
488,2018-05-07,88668,17.127684869620353,1,0.0,26.0,-2.0
489,2018-05-08,88385,-0.31916813281003265,1,0.0,27.0,1.0
490,2018-05-09,87049,-1.5115687050970217,1,0.0,27.0,0.0
491,2018-05-10,90091,3.494583510436655,1,0.0,23.0,-4.0
492,2018-05-11,86105,-4.424415313405339,1,0.0,24.0,1.0
493,2018-05-12,81452,-5.403867371232796,1,0.0,21.0,-3.0
494,2018-05-13,75178,-7.702696066394932,1,0.0,22.0,1.0
495,2018-05-14,76189,1.344808321583435,1,0.0,26.0,4.0
496,2018-05-15,78383,2.8796807938153757,1,0.0,29.0,3.0
497,2018-05-16,76142,-2.8590383118788476,1,0.0,32.0,3.0
498,2018-05-17,78867,3.5788395366551873,1,0.0,30.0,-2.0
499,2018-05-18,68051,-13.714227750516695,1,0.0,49.0,19.0
500,2018-05-19,57753,-15.132768071005565,1,0.0,54.0,5.0
501,2018-05-20,53923,-6.631690128651324,1,0.0,50.0,-4.0
502,2018-05-21,61820,14.644956697513113,1,0.0,50.0,0.0
503,2018-05-22,62662,1.362018764154005,1,0.0,49.0,-1.0
504,2018-05-23,60817,-2.9443681976317415,1,0.0,50.0,1.0
505,2018-05-24,62396,2.5963135307562,1,0.0,49.0,-1.0
506,2018-05-25,57483,-7.87390217321623,1,0.0,49.0,0.0
507,2018-05-26,50408,-12.307986709113994,1,0.0,51.0,2.0
508,2018-05-27,47668,-5.435645135692746,1,0.0,53.0,2.0
509,2018-05-28,53135,11.468909960560536,1,0.0,52.0,-1.0
510,2018-05-29,52661,-0.8920673755528408,1,0.0,54.0,2.0
511,2018-05-30,53362,1.3311558838609239,1,0.0,52.0,-2.0
512,2018-05-31,54425,1.9920542708294242,1,0.0,53.0,1.0
513,2018-06-01,50479,-7.250344510794671,1,0.0,58.0,5.0
514,2018-06-02,44979,-10.895619960775772,1,0.0,60.0,2.0
515,2018-06-03,44612,-0.8159363258409491,1,0.0,57.0,-3.0
516,2018-06-04,50039,12.16488837084193,1,0.0,56.0,-1.0
517,2018-06-05,50629,1.1790803173524544,1,0.0,56.0,0.0
518,2018-06-06,47848,-5.492899326472966,1,0.0,58.0,2.0
519,2018-06-07,47248,-1.253970907874935,1,0.0,59.0,1.0
520,2018-06-08,32902,-30.363189976295292,1,0.0,100.0,41.0
521,2018-06-09,26544,-19.324053249042617,1,0.0,124.0,24.0
522,2018-06-10,24413,-8.028179626280895,1,0.0,141.0,17.0
523,2018-06-11,26326,7.835989022242251,1,0.0,149.0,8.0
524,2018-06-12,24577,-6.643622274557471,1,0.0,157.0,8.0
525,2018-06-13,26459,7.6575660170077775,1,0.0,153.0,-4.0
526,2018-06-14,26820,1.3643750708643543,1,0.0,145.0,-8.0
527,2018-06-15,23595,-12.024608501118571,1,0.0,164.0,19.0
528,2018-06-16,22984,-2.589531680440771,1,0.0,162.0,-2.0
529,2018-06-17,22513,-2.049251653324047,1,0.0,159.0,-3.0
530,2018-06-18,25119,11.575534135832633,1,0.0,165.0,6.0
531,2018-06-19,25213,0.37421871889804503,1,0.0,176.0,11.0
532,2018-06-20,25500,1.1383016697735338,1,0.0,174.0,-2.0
533,2018-06-21,25276,-0.8784313725490156,1,0.0,171.0,-3.0
534,2018-06-22,24630,-2.555784143060613,1,0.0,173.0,2.0
535,2018-06-23,22286,-9.516849370686153,1,0.0,179.0,6.0
536,2018-06-24,21699,-2.633940590505246,1,0.0,178.0,-1.0
537,2018-06-25,23399,7.834462417622934,1,0.0,185.0,7.0
538,2018-06-26,23832,1.8505064318987907,1,0.0,189.0,4.0
539,2018-06-27,24529,2.9246391406512195,1,0.0,186.0,-3.0
540,2018-06-28,22916,-6.575889763137511,1,0.0,200.0,14.0
541,2018-06-29,0,-100.0,0,-100.0,,0.0
542,2018-06-30,0,0.0,0,0.0,,0.0
543,2018-07-01,0,0.0,0,0.0,,0.0
544,2018-07-02,0,0.0,0,0.0,,0.0
545,2018-07-03,0,0.0,0,0.0,,0.0
546,2018-07-04,0,0.0,0,0.0,,0.0
547,2018-07-05,0,0.0,0,0.0,,0.0
548,2018-07-06,0,0.0,0,0.0,,0.0
549,2018-07-07,0,0.0,0,0.0,,0.0
550,2018-07-08,0,0.0,0,0.0,,0.0
551,2018-07-09,0,0.0,0,0.0,,0.0
552,2018-07-10,0,0.0,0,0.0,,0.0
553,2018-07-11,0,0.0,0,0.0,,0.0
554,2018-07-12,0,0.0,0,0.0,,0.0
555,2018-07-13,0,0.0,0,0.0,,0.0
556,2018-07-14,0,0.0,0,0.0,,0.0
557,2018-07-15,0,0.0,0,0.0,,0.0
558,2018-07-16,0,0.0,0,0.0,,0.0
559,2018-07-17,0,0.0,0,0.0,,0.0
560,2018-07-18,0,0.0,0,0.0,,0.0
561,2018-07-19,0,0.0,0,0.0,,0.0
562,2018-07-20,0,0.0,0,0.0,,0.0
563,2018-07-21,0,0.0,0,0.0,,0.0
564,2018-07-22,0,0.0,0,0.0,,0.0
565,2018-07-23,0,0.0,0,0.0,,0.0
566,2018-07-24,0,0.0,0,0.0,,0.0
567,2018-07-25,0,0.0,0,0.0,,0.0
568,2018-07-26,0,0.0,0,0.0,,0.0
569,2018-07-27,0,0.0,0,0.0,,0.0
570,2018-07-28,0,0.0,0,0.0,,0.0
571,2018-07-29,0,0.0,0,0.0,,0.0
572,2018-07-30,0,0.0,0,0.0,,0.0
573,2018-07-31,0,0.0,0,0.0,,0.0
574,2018-08-01,0,0.0,0,0.0,,0.0
575,2018-08-02,0,0.0,0,0.0,,0.0
576,2018-08-03,0,0.0,0,0.0,,0.0
577,2018-08-04,0,0.0,0,0.0,,0.0
578,2018-08-05,0,0.0,0,0.0,,0.0
579,2018-08-06,0,0.0,0,0.0,,0.0
580,2018-08-07,0,0.0,0,0.0,,0.0
581,2018-08-08,0,0.0,0,0.0,,0.0
582,2018-08-09,0,0.0,0,0.0,,0.0
583,2018-08-10,0,0.0,0,0.0,,0.0
584,2018-08-11,0,0.0,0,0.0,,0.0
585,2018-08-12,0,0.0,0,0.0,,0.0
586,2018-08-13,0,0.0,0,0.0,,0.0
587,2018-08-14,0,0.0,0,0.0,,0.0
588,2018-08-15,0,0.0,0,0.0,,0.0
589,2018-08-16,0,0.0,0,0.0,,0.0
590,2018-08-17,0,0.0,0,0.0,,0.0
591,2018-08-18,0,0.0,0,0.0,,0.0
592,2018-08-19,0,0.0,0,0.0,,0.0
593,2018-08-20,0,0.0,0,0.0,,0.0
594,2018-08-21,0,0.0,0,0.0,,0.0
595,2018-08-22,0,0.0,0,0.0,,0.0
596,2018-08-23,0,0.0,0,0.0,,0.0
597,2018-08-24,0,0.0,0,0.0,,0.0
598,2018-08-25,0,0.0,0,0.0,,0.0
599,2018-08-26,0,0.0,0,0.0,,0.0
600,2018-08-27,0,0.0,0,0.0,,0.0
601,2018-08-28,0,0.0,0,0.0,,0.0
602,2018-08-29,0,0.0,0,0.0,,0.0
603,2018-08-30,0,0.0,0,0.0,,0.0
604,2018-08-31,0,0.0,0,0.0,,0.0
605,2018-09-01,0,0.0,0,0.0,,0.0
606,2018-09-02,0,0.0,0,0.0,,0.0
607,2018-09-03,0,0.0,0,0.0,,0.0
608,2018-09-04,0,0.0,0,0.0,,0.0
609,2018-09-05,0,0.0,0,0.0,,0.0
610,2018-09-06,0,0.0,0,0.0,,0.0
611,2018-09-07,0,0.0,0,0.0,,0.0
612,2018-09-08,0,0.0,0,0.0,,0.0
613,2018-09-09,0,0.0,0,0.0,,0.0
614,2018-09-10,0,0.0,0,0.0,,0.0
615,2018-09-11,0,0.0,0,0.0,,0.0
616,2018-09-12,0,0.0,0,0.0,,0.0
617,2018-09-13,0,0.0,0,0.0,,0.0
618,2018-09-14,0,0.0,0,0.0,,0.0
619,2018-09-15,0,0.0,0,0.0,,0.0
620,2018-09-16,0,0.0,0,0.0,,0.0
621,2018-09-17,0,0.0,0,0.0,,0.0
622,2018-09-18,0,0.0,0,0.0,,0.0
623,2018-09-19,0,0.0,0,0.0,,0.0
624,2018-09-20,0,0.0,0,0.0,,0.0
625,2018-09-21,0,0.0,0,0.0,,0.0
626,2018-09-22,0,0.0,0,0.0,,0.0
627,2018-09-23,0,0.0,0,0.0,,0.0
628,2018-09-24,0,0.0,0,0.0,,0.0
629,2018-09-25,0,0.0,0,0.0,,0.0
630,2018-09-26,0,0.0,0,0.0,,0.0
631,2018-09-27,0,0.0,0,0.0,,0.0
632,2018-09-28,0,0.0,0,0.0,,0.0
633,2018-09-29,0,0.0,0,0.0,,0.0
634,2018-09-30,0,0.0,0,0.0,,0.0
635,2018-10-01,0,0.0,0,0.0,,0.0
636,2018-10-02,0,0.0,0,0.0,,0.0
637,2018-10-03,0,0.0,0,0.0,,0.0
638,2018-10-04,0,0.0,0,0.0,,0.0
639,2018-10-05,0,0.0,0,0.0,,0.0
640,2018-10-06,0,0.0,0,0.0,,0.0
641,2018-10-07,0,0.0,0,0.0,,0.0
642,2018-10-08,0,0.0,0,0.0,,0.0
643,2018-10-09,0,0.0,0,0.0,,0.0
644,2018-10-10,0,0.0,0,0.0,,0.0
645,2018-10-11,0,0.0,0,0.0,,0.0
646,2018-10-12,0,0.0,0,0.0,,0.0
647,2018-10-13,0,0.0,0,0.0,,0.0
648,2018-10-14,0,0.0,0,0.0,,0.0
649,2018-10-15,0,0.0,0,0.0,,0.0
650,2018-10-16,0,0.0,0,0.0,,0.0
651,2018-10-17,0,0.0,0,0.0,,0.0
652,2018-10-18,0,0.0,0,0.0,,0.0
653,2018-10-19,0,0.0,0,0.0,,0.0
654,2018-10-20,0,0.0,0,0.0,,0.0
655,2018-10-21,0,0.0,0,0.0,,0.0
656,2018-10-22,0,0.0,0,0.0,,0.0
657,2018-10-23,0,0.0,0,0.0,,0.0
658,2018-10-24,0,0.0,0,0.0,,0.0
659,2018-10-25,0,0.0,0,0.0,,0.0
660,2018-10-26,0,0.0,0,0.0,,0.0
661,2018-10-27,0,0.0,0,0.0,,0.0
662,2018-10-28,0,0.0,0,0.0,,0.0
663,2018-10-29,0,0.0,0,0.0,,0.0
664,2018-10-30,0,0.0,0,0.0,,0.0
665,2018-10-31,0,0.0,0,0.0,,0.0
666,2018-11-01,0,0.0,0,0.0,,0.0
667,2018-11-02,0,0.0,0,0.0,,0.0
668,2018-11-03,0,0.0,0,0.0,,0.0
669,2018-11-04,0,0.0,0,0.0,,0.0
670,2018-11-05,0,0.0,0,0.0,,0.0
671,2018-11-06,0,0.0,0,0.0,,0.0
672,2018-11-07,0,0.0,0,0.0,,0.0
673,2018-11-08,0,0.0,0,0.0,,0.0
674,2018-11-09,0,0.0,0,0.0,,0.0
675,2018-11-10,0,0.0,0,0.0,,0.0
676,2018-11-11,0,0.0,0,0.0,,0.0
677,2018-11-12,0,0.0,0,0.0,,0.0
678,2018-11-13,0,0.0,0,0.0,,0.0
679,2018-11-14,0,0.0,0,0.0,,0.0
680,2018-11-15,0,0.0,0,0.0,,0.0
681,2018-11-16,0,0.0,0,0.0,,0.0
682,2018-11-17,0,0.0,0,0.0,,0.0
683,2018-11-18,0,0.0,0,0.0,,0.0
684,2018-11-19,0,0.0,0,0.0,,0.0
685,2018-11-20,0,0.0,0,0.0,,0.0
686,2018-11-21,0,0.0,0,0.0,,0.0
687,2018-11-22,0,0.0,0,0.0,,0.0
688,2018-11-23,0,0.0,0,0.0,,0.0
689,2018-11-24,0,0.0,0,0.0,,0.0
690,2018-11-25,0,0.0,0,0.0,,0.0
691,2018-11-26,0,0.0,0,0.0,,0.0
692,2018-11-27,0,0.0,0,0.0,,0.0
693,2018-11-28,0,0.0,0,0.0,,0.0
694,2018-11-29,0,0.0,0,0.0,,0.0
695,2018-11-30,0,0.0,0,0.0,,0.0
696,2018-12-01,0,0.0,0,0.0,,0.0
697,2018-12-02,0,0.0,0,0.0,,0.0
698,2018-12-03,0,0.0,0,0.0,,0.0
699,2018-12-04,0,0.0,0,0.0,,0.0
700,2018-12-05,0,0.0,0,0.0,,0.0
701,2018-12-06,0,0.0,0,0.0,,0.0
702,2018-12-07,0,0.0,0,0.0,,0.0
703,2018-12-08,0,0.0,0,0.0,,0.0
704,2018-12-09,0,0.0,0,0.0,,0.0
705,2018-12-10,0,0.0,0,0.0,,0.0
706,2018-12-11,0,0.0,0,0.0,,0.0
707,2018-12-12,0,0.0,0,0.0,,0.0
708,2018-12-13,23801,inf,1,inf,175.0,0.0
709,2018-12-14,22381,-5.9661358766438415,1,0.0,185.0,10.0
710,2018-12-15,0,-100.0,0,-100.0,,0.0
711,2018-12-16,0,0.0,0,0.0,,0.0
712,2018-12-17,0,0.0,0,0.0,,0.0
713,2018-12-18,0,0.0,0,0.0,,0.0
714,2018-12-19,0,0.0,0,0.0,,0.0
715,2018-12-20,22088,inf,1,inf,194.0,0.0
716,2018-12-21,0,-100.0,0,-100.0,,0.0
717,2018-12-22,0,0.0,0,0.0,,0.0
718,2018-12-23,0,0.0,0,0.0,,0.0
719,2018-12-24,0,0.0,0,0.0,,0.0
720,2018-12-25,0,0.0,0,0.0,,0.0
721,2018-12-26,0,0.0,0,0.0,,0.0
722,2018-12-27,21206,inf,1,inf,193.0,0.0
723,2018-12-28,21016,-0.895972837876069,1,0.0,185.0,-8.0
724,2018-12-29,0,-100.0,0,-100.0,,0.0
725,2018-12-30,0,0.0,0,0.0,,0.0
726,2018-12-31,0,0.0,0,0.0,,0.0
727,2019-01-01,18999,inf,1,inf,150.0,0.0
728,2019-01-02,26818,41.15479762092742,1,0.0,123.0,-27.0
729,2019-01-03,29095,8.490566037735858,1,0.0,112.0,-11.0
730,2019-01-04,29435,1.168585667640487,1,0.0,110.0,-2.0
731,2019-01-05,26294,-10.670969933752339,1,0.0,123.0,13.0
732,2019-01-06,28266,7.499809842549632,1,0.0,104.0,-19.0
733,2019-01-07,31384,11.030920540578792,1,0.0,102.0,-2.0
734,2019-01-08,30082,-4.148610757073667,1,0.0,115.0,13.0
735,2019-01-09,28795,-4.278305963699225,1,0.0,120.0,5.0
736,2019-01-10,28327,-1.6252821670428852,1,0.0,135.0,15.0
737,2019-01-11,26992,-4.712818159353271,1,0.0,145.0,10.0
738,2019-01-12,24621,-8.784084173088324,1,0.0,162.0,17.0
739,2019-01-13,23734,-3.6026156533040865,1,0.0,160.0,-2.0
740,2019-01-14,26585,12.012303025195914,1,0.0,152.0,-8.0
741,2019-01-15,26012,-2.1553507617077305,1,0.0,169.0,17.0
742,2019-01-16,25803,-0.803475319083502,1,0.0,166.0,-3.0
743,2019-01-17,25176,-2.429950005813275,1,0.0,178.0,12.0
744,2019-01-18,24417,-3.0147759771210647,1,0.0,186.0,8.0
745,2019-01-19,0,-100.0,0,-100.0,,0.0
746,2019-01-20,20444,inf,1,inf,194.0,0.0
747,2019-01-21,24053,17.65310115437293,1,0.0,190.0,-4.0
748,2019-01-22,24595,2.253357169583836,1,0.0,195.0,5.0
749,2019-01-23,0,-100.0,0,-100.0,,0.0
750,2019-01-24,0,0.0,0,0.0,,0.0
751,2019-01-25,0,0.0,0,0.0,,0.0
752,2019-01-26,0,0.0,0,0.0,,0.0
753,2019-01-27,0,0.0,0,0.0,,0.0
754,2019-01-28,0,0.0,0,0.0,,0.0
755,2019-01-29,0,0.0,0,0.0,,0.0
756,2019-01-30,0,0.0,0,0.0,,0.0
757,2019-01-31,0,0.0,0,0.0,,0.0
758,2019-02-01,0,0.0,0,0.0,,0.0
759,2019-02-02,0,0.0,0,0.0,,0.0
760,2019-02-03,0,0.0,0,0.0,,0.0
761,2019-02-04,0,0.0,0,0.0,,0.0
762,2019-02-05,0,0.0,0,0.0,,0.0
763,2019-02-06,0,0.0,0,0.0,,0.0
764,2019-02-07,0,0.0,0,0.0,,0.0
765,2019-02-08,0,0.0,0,0.0,,0.0
766,2019-02-09,0,0.0,0,0.0,,0.0
767,2019-02-10,0,0.0,0,0.0,,0.0
768,2019-02-11,0,0.0,0,0.0,,0.0
769,2019-02-12,0,0.0,0,0.0,,0.0
770,2019-02-13,0,0.0,0,0.0,,0.0
771,2019-02-14,0,0.0,0,0.0,,0.0
772,2019-02-15,0,0.0,0,0.0,,0.0
773,2019-02-16,0,0.0,0,0.0,,0.0
774,2019-02-17,0,0.0,0,0.0,,0.0
775,2019-02-18,0,0.0,0,0.0,,0.0
776,2019-02-19,0,0.0,0,0.0,,0.0
777,2019-02-20,0,0.0,0,0.0,,0.0
778,2019-02-21,0,0.0,0,0.0,,0.0
779,2019-02-22,0,0.0,0,0.0,,0.0
780,2019-02-23,0,0.0,0,0.0,,0.0
781,2019-02-24,0,0.0,0,0.0,,0.0
782,2019-02-25,0,0.0,0,0.0,,0.0
783,2019-02-26,0,0.0,0,0.0,,0.0
784,2019-02-27,0,0.0,0,0.0,,0.0
785,2019-02-28,0,0.0,0,0.0,,0.0
786,2019-03-01,0,0.0,0,0.0,,0.0
787,2019-03-02,0,0.0,0,0.0,,0.0
788,2019-03-03,0,0.0,0,0.0,,0.0
789,2019-03-04,0,0.0,0,0.0,,0.0
790,2019-03-05,0,0.0,0,0.0,,0.0
791,2019-03-06,0,0.0,0,0.0,,0.0
792,2019-03-07,0,0.0,0,0.0,,0.0
793,2019-03-08,0,0.0,0,0.0,,0.0
794,2019-03-09,0,0.0,0,0.0,,0.0
795,2019-03-10,0,0.0,0,0.0,,0.0
796,2019-03-11,0,0.0,0,0.0,,0.0
797,2019-03-12,0,0.0,0,0.0,,0.0
798,2019-03-13,0,0.0,0,0.0,,0.0
799,2019-03-14,0,0.0,0,0.0,,0.0
800,2019-03-15,0,0.0,0,0.0,,0.0
801,2019-03-16,0,0.0,0,0.0,,0.0
802,2019-03-17,0,0.0,0,0.0,,0.0
803,2019-03-18,0,0.0,0,0.0,,0.0
804,2019-03-19,0,0.0,0,0.0,,0.0
805,2019-03-20,0,0.0,0,0.0,,0.0
806,2019-03-21,0,0.0,0,0.0,,0.0
807,2019-03-22,0,0.0,0,0.0,,0.0
808,2019-03-23,0,0.0,0,0.0,,0.0
809,2019-03-24,0,0.0,0,0.0,,0.0
810,2019-03-25,0,0.0,0,0.0,,0.0
811,2019-03-26,0,0.0,0,0.0,,0.0
812,2019-03-27,0,0.0,0,0.0,,0.0
813,2019-03-28,0,0.0,0,0.0,,0.0
814,2019-03-29,0,0.0,0,0.0,,0.0
815,2019-03-30,0,0.0,0,0.0,,0.0
816,2019-03-31,0,0.0,0,0.0,,0.0
817,2019-04-01,0,0.0,0,0.0,,0.0
818,2019-04-02,0,0.0,0,0.0,,0.0
819,2019-04-03,0,0.0,0,0.0,,0.0
820,2019-04-04,0,0.0,0,0.0,,0.0
821,2019-04-05,0,0.0,0,0.0,,0.0
822,2019-04-06,0,0.0,0,0.0,,0.0
823,2019-04-07,0,0.0,0,0.0,,0.0
824,2019-04-08,0,0.0,0,0.0,,0.0
825,2019-04-09,0,0.0,0,0.0,,0.0
826,2019-04-10,0,0.0,0,0.0,,0.0
827,2019-04-11,0,0.0,0,0.0,,0.0
828,2019-04-12,0,0.0,0,0.0,,0.0
829,2019-04-13,0,0.0,0,0.0,,0.0
830,2019-04-14,0,0.0,0,0.0,,0.0
831,2019-04-15,0,0.0,0,0.0,,0.0
832,2019-04-16,0,0.0,0,0.0,,0.0
833,2019-04-17,0,0.0,0,0.0,,0.0
834,2019-04-18,0,0.0,0,0.0,,0.0
835,2019-04-19,0,0.0,0,0.0,,0.0
836,2019-04-20,0,0.0,0,0.0,,0.0
837,2019-04-21,0,0.0,0,0.0,,0.0
838,2019-04-22,0,0.0,0,0.0,,0.0
839,2019-04-23,0,0.0,0,0.0,,0.0
840,2019-04-24,0,0.0,0,0.0,,0.0
841,2019-04-25,0,0.0,0,0.0,,0.0
842,2019-04-26,433059,inf,4,inf,1.0,0.0
843,2019-04-27,380867,-12.051937495814657,4,0.0,1.0,0.0
844,2019-04-28,350896,-7.869151173506761,4,0.0,1.0,0.0
845,2019-04-29,370425,5.565466690985366,4,0.0,1.0,0.0
846,2019-04-30,329838,-10.956873861105487,4,0.0,1.0,0.0
847,2019-05-01,278850,-15.458497808014847,3,-25.0,2.0,1.0
848,2019-05-02,292907,5.041061502599975,3,0.0,2.0,0.0
849,2019-05-03,296943,1.3779117603881064,3,0.0,2.0,0.0
850,2019-05-04,233808,-21.261656277467388,2,-33.333333333333336,2.0,0.0
851,2019-05-05,209560,-10.370902620953949,1,-50.0,2.0,0.0
852,2019-05-06,223122,6.471654895972523,1,0.0,2.0,0.0
853,2019-05-07,218583,-2.0343130663941666,1,0.0,2.0,0.0
854,2019-05-08,205837,-5.831194557673747,1,0.0,2.0,0.0
855,2019-05-09,198899,-3.3706282155297584,1,0.0,2.0,0.0
856,2019-05-10,203999,2.5641154555829937,1,0.0,3.0,1.0
857,2019-05-11,182115,-10.727503566193953,1,0.0,3.0,0.0
858,2019-05-12,171512,-5.822145347719843,1,0.0,3.0,0.0
859,2019-05-13,165015,-3.7880731377396337,1,0.0,3.0,0.0
860,2019-05-14,181137,9.770020907190258,1,0.0,3.0,0.0
861,2019-05-15,198360,9.508272743834766,2,100.0,3.0,0.0
862,2019-05-16,194478,-1.9570477918935292,2,0.0,3.0,0.0
863,2019-05-17,166739,-14.263309988790507,1,-50.0,3.0,0.0
864,2019-05-18,154232,-7.50094459004792,1,0.0,4.0,1.0
865,2019-05-19,146788,-4.826495150163391,1,0.0,4.0,0.0
866,2019-05-20,161816,10.237894105785216,1,0.0,5.0,1.0
867,2019-05-21,158776,-1.8786770158698785,1,0.0,6.0,1.0
868,2019-05-22,160887,1.3295460271073756,1,0.0,6.0,0.0
869,2019-05-23,163928,1.8901465003387408,1,0.0,6.0,0.0
870,2019-05-24,161416,-1.532380069298711,1,0.0,6.0,0.0
871,2019-05-25,147169,-8.826262576200627,1,0.0,7.0,1.0
872,2019-05-26,143005,-2.829400213360156,1,0.0,6.0,-1.0
873,2019-05-27,165930,16.030908010209433,1,0.0,5.0,-1.0
874,2019-05-28,217583,31.129391912252146,3,200.0,4.0,-1.0
875,2019-05-29,163180,-25.00333206178792,1,-66.66666666666667,5.0,1.0
876,2019-05-30,160748,-1.4903787228827015,1,0.0,5.0,0.0
877,2019-05-31,155034,-3.5546320949560783,1,0.0,6.0,1.0
878,2019-06-01,145766,-5.97804352593625,1,0.0,7.0,1.0
879,2019-06-02,143750,-1.3830385686648516,1,0.0,6.0,-1.0
880,2019-06-03,181187,26.04313043478261,2,100.0,5.0,-1.0
881,2019-06-04,176953,-2.336812243704023,2,0.0,7.0,2.0
882,2019-06-05,149209,-15.678739552310505,1,-50.0,5.0,-2.0
883,2019-06-06,177667,19.07257605104249,2,100.0,6.0,1.0
884,2019-06-07,171976,-3.203183483708283,2,0.0,8.0,2.0
885,2019-06-08,153481,-10.754407591756987,2,0.0,8.0,0.0
886,2019-06-09,152213,-0.8261608928792463,2,0.0,8.0,0.0
887,2019-06-10,147082,-3.3709341514850943,1,-50.0,8.0,0.0
888,2019-06-11,165694,12.65416570348512,2,100.0,8.0,0.0
889,2019-06-12,141994,-14.303475080570205,1,-50.0,8.0,0.0
890,2019-06-13,145929,2.7712438553741725,1,0.0,8.0,0.0
891,2019-06-14,392059,168.6642134188544,5,400.0,5.0,-3.0
892,2019-06-15,330041,-15.818537516037123,5,0.0,8.0,3.0
893,2019-06-16,310024,-6.065004044951994,5,0.0,8.0,0.0
894,2019-06-17,355279,14.597256986555873,5,0.0,8.0,0.0
895,2019-06-18,375047,5.5640778092710175,5,0.0,6.0,-2.0
896,2019-06-19,357685,-4.629286462763337,5,0.0,8.0,2.0
897,2019-06-20,322638,-9.798286201546059,4,-19.999999999999996,8.0,0.0
898,2019-06-21,357939,10.941364625369609,4,0.0,3.0,-5.0
899,2019-06-22,305359,-14.689653823696213,3,-25.0,4.0,1.0
900,2019-06-23,319617,4.66925815188024,4,33.33333333333333,4.0,0.0
901,2019-06-24,348160,8.930376043827447,4,0.0,3.0,-1.0
902,2019-06-25,315699,-9.323586856617649,3,-25.0,4.0,1.0
903,2019-06-26,281112,-10.95568880484259,2,-33.333333333333336,5.0,1.0
904,2019-06-27,285783,1.66161529924016,2,0.0,5.0,0.0
905,2019-06-28,274582,-3.919407382524498,2,0.0,7.0,2.0
906,2019-06-29,251809,-8.293697329031035,2,0.0,11.0,4.0
907,2019-06-30,254500,1.0686671246857848,2,0.0,11.0,0.0
908,2019-07-01,265900,4.479371316306491,2,0.0,10.0,-1.0
909,2019-07-02,265219,-0.25611132004512704,2,0.0,10.0,0.0
910,2019-07-03,264643,-0.2171790105535476,2,0.0,10.0,0.0
911,2019-07-04,259699,-1.8681771291891303,2,0.0,11.0,1.0
912,2019-07-05,249953,-3.7528061332542717,2,0.0,14.0,3.0
913,2019-07-06,237440,-5.006141154537058,2,0.0,17.0,3.0
914,2019-07-07,230533,-2.9089454177897545,2,0.0,19.0,2.0
915,2019-07-08,247957,7.558137012922228,2,0.0,17.0,-2.0
916,2019-07-09,244715,-1.307484765503697,2,0.0,16.0,-1.0
917,2019-07-10,243051,-0.679974664405536,2,0.0,14.0,-2.0
918,2019-07-11,236891,-2.5344475027874847,2,0.0,20.0,6.0
